,text,label
234984, Why So Much Hype???: I really don't know what the hype is about this book. It was a disappointing read. I thought it would be exciting due to the reviews it was getting but instead it was boring. To me this book is on an immature level. I don't recommend this book to anyone.,__label__1 
234985," A total disappointment: The characters in this book were more like super characters (they could & would do anything). The Mother was suppose to be moral but in the end did something so out of character it was unbelievable. The main character's decisions were poor considering the author wanted you to believe she was young and smart. Also, the editing of the book was horrible. Missed spelled words and poor sentence structure. Save your money.",__label__1 
234986, THE DONALD GOINES OF THE MILLINIEUM: I HAVE READ EVERY NIKKI TURNER BOOK THAT SHE HAS EVER WROTE AND A HUSTLER'S WIFE WAS A GOOD ONE. REGARDLESS OF WHAT EVERYONE ELSE SAYS ERRORS AND ALL. THE BOOK KEPT MY ATTENTION I REFER THE BOOK TO A FEW OF MY FRIENDS WE WOULD GOSSIP ABOUT THE BOOK LIKE IT WAS A SOAP OPERA. JUST WAITING ON THE NEXT BOOK TO COME OUT ALREADY ON THE WAITING LIST AT THE BOOK STORE. YOU CAN REALLY RELATE TO A LOT OF THE BOOKS SHE WRITES BECAUSE IT IS SOME TRUTH IN IT ALOT OF IT IS REAL TALK. LOVED IT AND ALL THE BOOKS ESPECIALLY ABOUT THE TWINS THAT SHOT OL GIRL IN THE OTHER BOOK THAT CONNECTS TO THE I 95 BOOK PEOPLE PROBABLY DIDNT EVEN PEEP THAT!!!!!!!!!!!!,__label__2 
234987," Anyone can get published...: This was the first time I read a book where the author couldn't write, let alone tell a good story. The ending is predictable, the plot is nonexistent (along with the periods, comas, spacing, and spelling corrections, that were rarely used when they were needed.) Don't waste your time, money, or energy, cause by the 20th page you'll regret it. Just words of advice.",__label__1 
234988," A Hustler's Wife: I did not like the book. It was too fictional. No man would continue to spend money on a woman (with gifts way to extravagant) with her keeping contact with her husband. If you love a man you wouldn't cheat on him no matter what, I have filled Yarni's shoes and haven't cheated. Yarni made it seem like she loved Dess so much but was living a double life. All in one chapter she decides to get right find the lord and stand by him; after a book full of her deceiving him. I was real excited to read the book because I heard so much about it, but after doing so I was very disappointed.",__label__1 
234989," Grammer: Did anyone catch the grammatical errors that infected this book? Or just me? I was shocked to see page after page with so many errors. Did no one proofread this ""work"" before turning it in to the printer? I am just curious. Story line was a waste of text. Characters were unbelievable.",__label__1 
234990," Best Book I've Read In A Long Time.....: Hustler's Wife was a very good book. I give it 5 stars! I loved it from beginning to end. I love how Yarni keep it real wit Des, and let him know everything that was goin' on while he was in jail. Most grimey females wouldnt do that. I mainly love this book because I can relate to it, i have a boyfriend that is somewhat of a hustler and I will do anything for him, just like Yarni will do anything for Des. I recommend this book to all women that are in love, and women who have never been in love. You can learn alot from this story. Buy this book you won't regret buyin it. Nikki Turner you go ahead girl!!!!",__label__2 
234991," Hustler's Wife: I believe the book reminded me of a number of books I've already read.There were a number of grammatical errors in the book and even on the back cover. I thought the book should have been professionally edited before published. The characters you choose were good, but in all reality things don't end up like that. Overall the book was okay.",__label__1 
234992," NIKKIE YOU GO GIRL: Yes, I too enjoyed this book from the time I opened it up. A most read for those who remember the real game, I have recommended this book to all ""my for real"" girls (Ladies with class).This book is off the hook, but you may have to have. a lil age, Wisdom, style and much class to really appreciate the adventure.I would like to ask, where is Des? A man that that the word man meant and not a pair of pants a first class ""Black Man, that was in the game"" to His first class ""Black Woman"" Class not a ""Hood Rat""Thank You Nikkie for putting it all together and ""Prayer always works!""Ms. Pat",__label__2 
234993," I know Rhino: What a cute book! Great for beginning readers and kids that love animals. (I didn't know what to expect, but my son's nickname is ""Ryno"" so we always search for anything Rhino.) It turns out this pictures several different animals and a short, one-line rhyme about each on every page. Very colorful illustrations go along with each. It is a quick read, but I've my kids ask to read it several times for each session! My 2-year-old already has it memorized and loves to name the animals.",__label__2 
234994," Dispiriting: Workmanlike and well written in a self-conscious way, this book repelled me with the morally ugly cast of characters, and unrelieved seething anger and fear harbored in every breast. The dry, sun swept, and wind swept landscape was the only presence with any dignity. I was glad when the characters all finally left and the caves and mountains and plateau was cleared of their defilement. The sun could burn away their presence.",__label__1 
234995," Jesus Christ, Supersnore: Sonewhere in California, 1998---YOU ARE THERE!! ""So, dude, like what do you think Jesus, like, actually DID for 40 days in the wilderness, man?"" ""I don't know, dude. Like, what would you do? For 40 days, c'mon man, like who would know?"" ""No, I mean it...wait a minute, wait a minute. Like, suppose there were like other dudes there, too. Y'know?"" ""Dude! That's awesome! Like a really awesome chick or something. And a total stone stud blonde guy!"" ""Yeah, and a bad guy, too...a Jabba the Hutt kind of guy."" ""Cool! Like we should write a book or something. Y'know?"" Too late, dudes! Jim Crace beat you too it!! What a disappointment this book is! It strikes me as a classic case of it seemed like a good idea at the time. As a concept, the idea is interesting, but I couldn't care less about the characters as written. Even Jesus' struggle with his divinity just doesn't engage. I give it two stars for some beautifully written passages which are, alas, few and quite far between. Too bad.",__label__1 
234996, Good thing it's short!: Quarantine was a waste of time. I plowed through to the end but only because it was short and I kept thinking it was going to get better. Or at least it would have some trick ending. It didn't. Save your money.,__label__1 
234997," Wonderfully original, beautifully told: This is one of those rare books that takes you to a place you never could have anticipated. Naturalistic details resonate with multiple meanings. A biblical story is not just retold, it's re-imagined in terms of 20th-century sensibilities. Still, some things never change. Though the author struggles mightily to make it not so, as with Paradise Lost, the incarnation of evil is far more interesting than the incarnation of good. One quibble: Christ is referred to by the Latin version of his name, Jesus, not his original Hebrew one.",__label__2 
234998," Eddie Bauer V10 Mini Triplex E-Light: Nice size light,and stailess is nice,but its outdated leds are weak and tinted bluish.The threads are rough,so it doesnt turn on/off easy.The single led version of this light is much brighter and whiter.Still rough threas,no amount of grease seems to smooth it out,I still need 2 hands to turn it on/off. To bad as its a handome looking light,also runs on AAAA battery,not as common to find,It does offer a long runtime.I feel better choices for the money.",__label__1 
234999, Gene Pitney - 25 All-Time Greatest Hits: I loved Gene Pitney while I was growing up in the 60's. This has every song I would want of his except for two of my favorites:Yesterday's HeroShe Let's Her Hair Down (Early in the Morning),__label__2 
235000," Stunning!: I don't know what I could say that hasn't already been said here. This is a truly remarkable recording. If you have Lucy's other discs, you must not pass this one up. This is her strongest yet.",__label__2 
235001," DOVETAIL REALLY?: its a great point sight but come on they made it for a dovetail rail! why not picatiny, it doesnt fit on any of my guns!",__label__1 
235002," no light--no dot--no nothing--period: Received mine today--excited as a kid to mount the unit on my 1377; unfortunately, the sight doesn't work--at all. There's a 3-position switch: 'dark,' 'dark,' and...'dark.' How very disappointing. At least I can use the 459MT on another project, so it's just $10 down the crapper instead of $20. May your luck be better. Peace.",__label__1 
235003, One of thee Best: Nicole C. Mullen music from this c/d is thee best inspirational music that I have listen to for months on the way to work. Her spirit is beautiful. One of my friends was playing her c/ds in her store and I said who is singing this? I fell in love with her music and so did many of my friends! I have bought 3 of her c/ds so far...,__label__2 
235004," Skip It: There is a need for such a ""tool"". No Latin person speaks as slowly as this CD presents the words. The idea is good,but it needs much improvement before it can be really useful for a person in the construction industry.",__label__1 
235005," Milton air chuck: Beware, deceptive add from Hires, only receive small single headeven though description says dual head and clip.",__label__1 
235006," Just say NO: Whew this was a difficult cd to listen to. He has about 2 great songs on it and the rest is like tourture to get through. This is one of those cd's where it's best to buy them seperatly, don't waste your moola cause you'll be screw-la.",__label__1 
235007," Outdated information: Much of the information in this book, including telephone numbers, prices and maps, are outdated.",__label__1 
235008," Empty.: I loved Pollen and enjoyed Vurt, thought Automated Alice was fairly competant if a little uninspiring. I only finished Nymphomation because I'd shelled out for it. I found the writing style virtually unreadable in places; trying to be so cool that it utterly failed to convey any meaning or emotion. Perhaps this was the intention of the author. I have nothing against style over content, but feel in this case that the style was haphazzard and resulted in a total lack of any empathy with the characters (which was definitely there in earlier works by this author). Ultimately vacuous.",__label__1 
235009," Bags: If i were buying another bag for one of my sons i would still go with the standard bag. size plus the dividers is just nice. if you have enough discs to fill this bag wouldn't be to bad, but the standard bag will also hold a 32 oz gator aid.",__label__1 
235010," America's Least Informative: If your goal in reading this book is to see lots of names thrown around with cursory information such as Gary Coleman's date of birth, then this book is for you. If on the other hand, you are looking for insight into the psychological aspects of being a child star or a former child star, bypass this book.I expected to learn, for example, what it was like to memorize a script a week? What it was like to do rehersal after rehersal? What it was like to have people pestering you for autographs? What was like to search for acting jobs after you were no longer a cute kid. I found none of this.Instead, I read a printed version of Entertainment Tonight. In fact is was less insightful. After finishing the book, I asked myself, ""What was this book about?"".",__label__1 
235011," I always wanted to read more and could NOT put it down!: If you enjoy romance books with lots of twists and turns, you will thoroughly enjoy this book! I was on vacation when I read this and just couldn't put it down (even though my vacation to Austria was very exciting!)!It is well written and actually taught me a lesson. I hope you consider this book and have a wonderful time reading it!",__label__2 
235012," The best so far!: The best book on digital photography I've seen so far! A must if you starting as a digital wedding photography. It doesn't get into the business aspect of the wedding photography (contracts, forms, etc) but it gives you all the insights to become a profesional wedding photographer overnight. You will just need the practice and experience that comes with time.",__label__2 
235013," good book: this book had more post processing information than i am used to seeing, but it was great information. as far as the photography side goes, this book is not a how to, but provided some beautiful examples.",__label__2 
235014," an unexpected stunner: On of the best works of fiction about the agonies and ecstacy of trying to build gay relationships. It's witty, beautifully observed and poignant in turn. Hard to put down. A real gem.",__label__2 
235015," Logitech MOMO Force Feedback Racinf wheel: Excellent use of wheel in tight curves, no swaying like the old wheels. Having the shifter beside the wheel as well as the control paddles and buttons makes this a top line Sterring Wheel . The only draw back is the lack of instruction showing you how to remove the top centre consol to gain access to the two top screws to attach the wheel to your Desk. Wheel works in all games, but make sure that it is set up in the windows program. This is a must",__label__2 
235016," Good for all Single Mothers: This book was so good I thougt it was very appealing to all young single mothers out there. I think with this book you just laid it all out there. We all have to struggle, but we have too keep pressing on. Nikki Turner keep doing you girl you are good, I read this book in one day and was very impressed at how it held my attention. You are a very good author and you appeal to life's everyday situations. Keep up the good work. Can't wait for the next one.",__label__2 
235017," Smith in DC: I won't deny that this book has a good story line, but it's time-consuming to read and reread over and over and over, paragraphs and sentences that just don't make sense. Nicki Turner should fire Triple Crown Publishing for the mess they've made of her book.",__label__1 
235018," good book , but not a page turner: this book was good, it was a great ending and it kept me interested (well...for the most part). however, i felt it was unrealistic how things happened to her, like getting a place in only a week just by flirting and looking good (being raised with Section 8, i can tell you, if it was as simple as it was in this book, EVERYBODY would be on it fast) how things happened with Indie, how she got from the projects to a house (just from knowing somebody), and how, after only a couple of months, Wiggles COMPLETLEY cleans up, get a job and have morals again. now maybe Cleveland crackheads are different from VA crackheads (which is sarcasim, a crackhead is a crackhead no matter where) but they don't clean up mentally, emotionally and financially that damn quick. and i also thought the book wasn't consistent enough. it jumped from one year to the next in a matter or sentences. i thought it could've had a better flow and more realism. but all in all, it was worth reading.",__label__1 
296766," Not Quite Right: This is not a Honeywell brand HEPA filter, it is a cheaper knock off. Unfortunately, both filters I bought from this company smell like machine oil. One was actually oozing the stuff. Now the house smells like motor oil; not good for those of us who are chemically sensitive. Not highly impressed; I would like to find a better vendor that carries these older replacement parts.",__label__1 
296767, Great Product: This product was perfect! Other companies sent me a cheap filter that did not even fit correctly. This product was the right fit and is very durable.,__label__2 
296768," BEWARE! Not original recordings: Perhaps some cuts are the originals, but clearly not all of them. What is particularly infuriating is that there is not even a small-type disclaimer to that effect (perhaps truth-in-advertising laws are different down under, whence this collection comes). The only clue: among the vintage photos of Tommy is one depicting a distinctly middle-aged Roe. Pleasant enough listening, I suppose, but stay clear if you're looking for the originals.",__label__1 
296769," This book is more an ""Oracle for Dummies"" than anything else: With the given title of such a book, it is easy to assume that those who have knowledge of previous versions of Oracle would find this book an aid to quickly and easily using the new features. However it is merely full of ""padding"" on such irrelevant matters as Tables and Relationships. Most disappointing.",__label__1 
296770," Disapointed: I purchased a twin pack of this item only to have the hidden internal plastic parts break the first time temperatures reached below freezing. I called Bon-Aire, and they were pleasant to work with and replaced the item free of charge, but the second one also broke the very next winter. Still looking for a simple quality nozzle.",__label__1 
296771," Cheaply made, Do not buy this nozzle.: I really loved this nozzle while it worked. Unfortunately it broke into two pieces after a year and a half. The center piece behind the stainless steel sprayer is made of thin plastic and broke. And since the warranty is 1 year I'm SOL. I've had $2 sprayers last for years. This was a huge disappointment.",__label__1 
296772," Ultimate Hose Nozzle: This is my second Bon-Aire nozzle, my first lasted a couple years until it mysteriously dissapeared, after searching I ordered another, they both are high quality nozzles, although I'm rating the new one four stars because it is hard to turn nozzle, never had an issue with my first one. I did take apart and applied some grease which did help a little, you won't appreciate how nice these are untill you buy one from like Home Depot, I think the Bon-Aire's are much better",__label__2 
296773," Short but to the point review...: I have had two of these nozzles. They start out GREAT but eventually begin leaking. First sign is it just doesn't quite shut off all the way. Eventually, it becomes the annoying type of leak that sprays you in the pants, hands, face, everywhere.",__label__1 
296774," Poorly Made: Read the Other Rewiews: Advertised as sturdy, firehose strength, powerful and high quality - I'd say not really. My wife bought this for me as a gift from a home show because she knows I like quality and no-nonsense. The sales guy made it sound to her that this thing was engineered to last for life - well life is a about a year or less.1) The internal screw that controls everything is made out of cheap plastic and snapped, rendering the item useless. No way to return it. We were told forever warranty, but now can find nowhere to take it back.2) Another operational drawback is it was a pain in the neck in that you had to rotate the nozzle to turn on and off. This means there is no way to go from off (dry) to on (wet) with out spraying and trickling water all over. In other words, no on/off like a normal spray nozzle. This leads to water waste and getting water sprayed on things that you don't necessarily mean to.Do Not Buy",__label__1 
296775," Not what I expected.: Yes, you can cut it to make your own pre-filters, and this case you must. They give you a very long and very wide piece of pre-filter that you must effectively cut to fit your unit. Come on, I want to buy it, put it in, that's it.",__label__1 
296776, The Honwell Air Filter: The Honeywell filter replacement is very important to me because I have allergies actually I think the product that was sent to me is better than what the original I will probably be ordering more from the seller.From the Mark desk.,__label__2 
296777," Easy and effective: Simple to replace original filter, competitive price to other retailers. Air purifier has made a huge difference in allergy suffering!",__label__2 
296778," Just what I was looking for: As long as you know that this is one big piece and you have to cut it to size, this is a perfect replacement pre-filter. It was a good price, which is important because this pre-filter is supposed to be replaced often.",__label__2 
296779," Works great!: This works really well for the HEPA machine I bought several years ago. It does require cutting up the prefilter, but usually that's going to produce a lot of dust anyway. It's amazing how much dust accumulates in this prefilter.I like the fact that it's flexible enough to fit on my larger HEPA filter as well as a smaller unit.",__label__2 
296780," Quick and easy to use.: We have had the Honeywell air purifier in our son's room for two years now. Every few months, the light comes on to replace this pre-filter. I always get them through Amazon and have no problem. They are quick and easy to replace. You can tell they really work because they are good and dirty by the time they need to be replaced (and I even change my A/C filters every three months with the most expensive filters). I'm glad we have this!",__label__2 
296781," Not the same as authentic Honeywell filters: Although this item is being sold as a Honeywell Universal Replacement Filter, it is not the same as the authentic one. These filters are thicker and the quality does not seem as good. Useable? Yes. These filters seem to make my air cleaner run harder because of the thickness. Was also harder to cut down to size because they don't have the ""lines"" that run the length of it as a guide like the authentic ones do.",__label__1 
296782," Sure, it fits all Honeywell Circular Models...If you have a pair of scissors: This is just bollocks claiming it ""fits"" all Honeywell circular air purifiers. I own the Honeywell 17000 Permanent Pure HEPA QuietCare Air Purifier, purchased from this site, and this filter is about 2 inches two wide to fit it, I had to cut a strip of filter off just to be able to use it in my purifier. Look for a more specific filter, is my recommendation.",__label__1 
296783," Replacement filter: I'd prefer a correct-size filter, like the one that comes with the air-cleaner when new, rather than having to use scissors to cut this product to size, but it does the job.",__label__2 
296784," Little Lord Fauntleroy-1980 version: Please help! I am desperately trying to find the 1980's version of this movie staring Alec Guinness and Ricky Schroeder. If anyone has a lead or knows how to obtain one,please let me know thanks!",__label__2 
296785, Don't buy this VHS version!: The movie is great but the quality of the VHS is horrible. It is the worst quality of any production I have ever seen. It is very blurry and fuzzy. I bought it a few years ago and was very disappointed as the story is lovely. I have been looking for a DVD or blu-ray ever since...I certainly hope good quality versions come out.,__label__1 
296786," Better value for the money than cheap aluminum versions: I like this kit. Stainless steel with a copper bottom. Like most Mess Kits, it's on the small side but is supposed to be if you are going to haul it around. All in all, better than the average kits for sale.",__label__2 
296787," Call Me Tipsy: Would have given this kit at least one more star if it had a handle that was usable and not prone to dump hot stuff on you or the ground. There has got to be an ""engineer"" who could put something like that together so it wouldn't be an accident that happens more often than not. (how about a set of ""grippers"" to hold the pan handle in place when it's open for use?) I've been practicing, but so far have not come up with a solution other than using a hot pad to steady the pan.Compact and light weight? Yes. Measuring lines on cup? Yes.As is, should be labeled: Use At Your Own Risk. Your Dog Will Love It.",__label__1 
296788, heidegger--Metaphysics: Much to complicated for the average reader--and multiple redundant statements and aphorisms that make the book as totally boring.Ron,__label__1 
296789, Very Awkward: This movie was very interesting but the ending does get very awkward. At times it did feel like the movie was faked but how could you possible make up something this twisted? If you enjoy Catfish The Show you will enjoy this movie.,__label__2 
296790, Entertaining: I hadn't heard anything about this movie before I watched it and I was entertained and surprised. I enjoyed it.,__label__2 
296791," Don't watch the trailer, just see the movie...: An amazing social experiment gone right. A stranger outcome than the film makers could have predicted. Truth is absolutely stranger than fiction. A must see for anyone living in this technological age..",__label__2 
296792," The fragile human mind: This was really a great look into the human mind. What we want to be and who we really are. How frail our psyches truly are, and the power they also have for our survival.Really must be seen to truly appreciate it.",__label__2 
296793, problems with DVD: there were problems viewing this DVD .. about 3 places where the sound disappears and the film gets stuck...just stops.,__label__1 
296794," I am so sad I wasted those 90 minutes!: I kept waiting for something to happen that I didn't expect, but it didn't happen. I can't believe the word ""thriller"" was actually used. In reality, it bored me to death. I think the storyline was stolen from a Law and Order episode, which wasn't particularly thrilling either, but at least had a little drama. The word ""disappointment"" is not strong enough. You'd think the principles in this expect that everyone on the internet is exactly who they say they are. In case you didn't figure it out, there's no guarantee anyone on the internet isn't making up everything they relate to you.",__label__1 
296795," very interesting: i would recommend, was very interesting the way it took different turns. And Nev is such a sweet guy in the show.",__label__2 
296796," You will love this story: Modern day love story, where meeting someone online does not always turn out like you want. Nev is enduring, patient and kind. It will leave you wanting more. That is why I am addicted to the Catfish show.",__label__2 
296797," DON'T Buy Toshiba!!!!!: We have had our 47LX196 Toshiba for 2 years. This week the panel went out - a $3400 repair ($800 more than the TV cost 2 yrs ago). We called Toshiba to complain (we were told Mitshubi has been having the same issue and has extended their warranties as a result). Toshiba would do nothing. For $2600, a TV should last more than 2 yrs! I will never buy a Toshiba product again - poor company - poor customer service!",__label__1 
296798," Too bad: The whole reissue serie hasn't been remastered. Worse, sound is far more inferior to previous reissues. In particular the Sequel serie, which was sounding quite good. So... avoid! It's a shame there hasn't been a proper remastering of the whole Warwick Scepter records...",__label__1 
296799," Great Transaction!!!: This transaction went smoothly, item was shipped out and delivered in a timely manner. Would recommend. A++++",__label__2 
296800," Even a novice needs this book: This a great book. I have used it over the last few years. I am a backyard gardener and I love this book! I live in Louisiana, where anything can grow, but sometimes wildly! This may be the book for you.",__label__2 
296801," Eye-Candy: I had high hopes for this film, after all my friends telling me that this movie was so ""All That"" and that it was really good. It was pretty charming all right, and the two leads have some chemistry, but it wasn't very convincing. Come on, people, Laney without that midriff-baring red dress and makeup is STILL CUTE! If the character is cute right from the beginning ( where she so desperately tries NOT to look cute by wearing boring clothes), it's kinda hard to cheer for her or be in a mood like her at the end, isn't it?? And for the rest of the movie, it's not that funny, except for that part where Matthew Lilliard dances..he's so terrible its hilarious. I have to say that this movie is more looks than feelings, but what else do you except from a teen movie?? If you want a REAL teen movie that has REAL characters to it, check out ""The Breakfast Club"". Now that's a masterpiece.. ps>> DVD features weren't that great either.",__label__1 
296802, Brilliant and Quite Romantic: I thought that the film was brilliant because it shows that even the geekiest of people can get the most gorgeous person. I thought Freddie acted brilliantly and again looked his lush self. I thought that Racheal Leigh Cook was perfect for the part and acted Laney really well. Even though it wasn't your typical romantic it still had the romance in it.,__label__2 
296803, Very cool movie!: I liked this movie alot!So far I have only seen it five times!I rented it when it first came out.Rachel Lee Cook was really pretty and cute and she looked great in that red dress!I think that freddie and Rachel would make a cute couple in real life!,__label__2 
296804," She's most definitely NOT all 'that'................: Hello? The characters were 'real'?!?! Yeah right, and I'm the Queen of Sheba. This movie was a pathetic attempt at an update of the classic Pygmalion. It was just an excuse for movie execs to waste time and money on churning out run-of-the-mill 'teen' films, in order to cash in on this sudden 'boom' in the industry. It is a real shame that the other underrated, and brilliant films: Go and Election flopped, because 'teens' preferred to see this pretentious nonsense rather than watch fantastic actresses such as Sarah Polley and Reese Witherspoon in action. It's also sad to see that Freddie Prinze Jr. and Rachel Leigh Cook still have acting careers. I guess they 'worked' as part of the set pieces - they both certainly seem to blend in well with the wooden chairs.",__label__1 
296805," Awsome, FUNNY and very hip: A brillant cast. Monster directing I give it a big round of aplause as does anyone who saw it. GREAT MUSIC",__label__2 
296806, movie you can watch over and over: This was a fun film to watch and its a feel good movie.Paul and fred are cool to watch since they are so cute. So if you ever get in the mood to feel good then this movie is the one to own.,__label__2 
296807," Boring, Stupid, and a Waste of My Time: This movie was terrible. I did not expect it to be good when my sister rented it, but it was actually worse that I though. I would have given it zero stars if it wasn't for Matthew Lillard, the only interesting and funny character in the movie (tere also is no choice for zero stars). It is 100% predictable and flat-out boring (exception of Lillard).",__label__1 
296808," Yuck: First of all, the main character, the dorky girl, isn't ugly. The ""popular girl"" is not very good looking and there is no way any of these people are highschool aged. This film is also totally sexist.The jist of this movie was that there is a dork, everyone treats her like crap they make her all pretty (They take of a pair of thick glasses...WOW) and then she lives happily ever after with the jerk that bet everyone he could turn her into prom queen. Charming. Kind of reminds of of Ten Things I Hate about you does it not? A film which I also dislike.",__label__1 
296809," nice looking, good quality: i should have gotten the 9.5'' one. i'm about 5' 7"" & i got this 8 footer & it's too short for me. it hits my head & i trip on it. i have to swing my arms real wide to use it. i am returning it & using a cheap plastic one i picked up at 5 below. but if you are looking for a nice quality/pretty jump rope this one is good. much nicer looking than those plastic ones. it does get all bent up from being rubberbanded during the shipping so i suggest laying it over something when you first open it up to help straighten it out.",__label__2 
296810," Very disappointed: I work out with 2 other women and we had been using the cheaper plastic jump ropes...they were too long for us and the one broke from the friction on the concrete. I decided to invest in some ""QUALITY"" jump ropes so we wouldn't have to replace them every few months. I purchased 2 of the weighted leather jump ropes and although the handles are commfortable and the length is better, the leather very thin and unsubstantial. When we jump there isn't enough weight to the leather to make it not get caught up in your pant legs !!! If the leather were a heavier rawhide it would be more condusive to jumping.We all 3 agree that these are not worth the price and if I could I would return them and get my money back!!!",__label__1 
296811," Great!: I just love this jump rope. It has a nice fluid motion with the ball bearings! I ordered the 9.5ft rope and I am about 5'8"". It was just a little too long, so I looped each end and tied a knot about 4"" below each handle. This does not interfere with anything and shortens it just a bit. It is now the perfect length.",__label__2 
296812," Don't follow this advice: If you truly want to become good with women this book will not help you at all. Being this direct will be a turn off to 99% of women and believe me I tried it. Read a book about being indirect, I suggest Neil Strauss's Rules of the Game.",__label__1 
296813," Typical excellence from Rick: If you are dreaming of visiting Paris,get this book first.Plan your ""walks."" Pay attention to the detailed maps in the book.I think this will be the only guide book I will need when I finally get to Paris.I cannot wait to get there,and this very helpful book will no doubt help me every step of the way.Thanks,Rick!!",__label__2 
296814," Nada!: This is absolute disaster for a video. It was done by amateurs who have the collective brain, when it comes to sound and directing the scenes, of bottom feeding catfish. ( Sorry, catfish!) The whole video was a waste of money.",__label__1 
296815," You have to be easily entertained to like this garbage.: Thank god they took this off the air. I bought this DVD without ever having seen the series before. It's terrible. 4/6 episodes are just completely worthless. Two are decent, including the one based on a Heinlein story. Let me say it this way: Stephen Hawking is the host. WTF? Why would you have a guy who can't talk as a host??? This show was poorly made from the beginning.",__label__1 
296816," Only for the compleatists: Well, I can certainly see why this TV series didn't last more than 6 episodes....Honestly this just isn't very *good*. I had hopes I was going to get something along the lines of ""Twilight Zone"" or perhaps ""Tales from the Dark Side"", but instead the stories here are basically second- or third-rate at best.Production values are fine--as good as anything in ""Twilight Zone""--but the stories just aren't very INTERESTING. The best one was probably the fifth one, ""Watchbird""....a decent enough tale about robotic police drones gone awry. Looking at the details I see *why* it's easily the best one, as it's written by J. Michael Straczynski of ""Babylon 5"" fame.But really that's about it. A nice try but....just not all that compelling. Buy it if you're a purist and want to build a really *complete* collection; that's about all I've got to recommend it.",__label__1 
296817," Masters of Science Fiction: Highly recommend this series for anyone who loves sci-fi, suspense, thought-provoking shows. Similar to Twilight Zone, Outer Limits, great actors, interesting story lines. Well done.",__label__2 
296818," Cool ¡: this product is good, I test with Gears Of Wars, Pro Evolution 2008, The Witcher and Lost Planet and Work Wonderful. Good Price and Excelent Performance",__label__2 
296819, Loud Card: The card is very loud. It completely dominates any other fans inside the case. I am looking at replacing the fan.,__label__1 
296820," Are you serious???: Would you honestly buy this for that much??? That is way overpriced for a 256MB GPU you can find a gig of that for that price or cheaper. Don't read the ""good"" reviews those are just those people posting to make money from some company.",__label__1 
296821," Good graphic card: This is a great card for your money, it plays most of new games like Gears of War, Crysys, Unreal 3, Bioshock and others.This is not a top graphics card, but a great medium card for the price.",__label__2 
296822," Hmmm ..... You search good hardware at lower cost?: In truth is a great technology, the performance is excellent, the capacity of graphic deployment is high, the cost is low in comparison of benefices and has good options of expansion.",__label__2 
296823," A Dreadful book: My abusive ex husband gave me this little nightmare in order to encourage me to be more vapid and submissive for him ( hint.. though the title suggests it, this book is *not* pro-woman ). Amoung other things, it suggests that husbands keep their wives on a ""choke chain"" and that having a career is only something woman with poor self esteem do, because they feel ""threatened"" by Barbie Dolls like Ms. Bird. Lying is encouraged, and negotating is out. Honesty does not figure in Ms. Bird's world, intelligent woman are held in contempt. Kind men are ""weak"".This horrible book ended up in trash can, and after my ex did other various awful, illegal things to others smaller and weaker than himself I will not get into here, we divorced.Whenever I see this book, I am reminded of the destructive mind set of the man who wants a woman to act like this, and wonder why another woman would encourage it.",__label__1 
296824," Buyer Beware!!!!!!!!!: This item does not come from Amazon. It also does not come from Office Depot as calimed in the ad. It comes from Tech Depot - an Office Depot Company.What is hidden from you here is that this ITEM IS NON-REFUNDABLE.Even if it is still sealed in the package - Tech Depot will not take it back.So make sure you have the correct filter, and forget about the claim that Amazon and Tech Depot want to make sure your shopping experience is a good one and that you are satisfied. And good luck in finding a customer service phone number.",__label__1 
296825," False advertising on an ok product...: THIS FILTER IS NOT MADE BY HONEYWELL!!! THIS IS AN AFTERMARKET FILTER!!!Keeping that in mind, the filter is ok. I have no way of determining if the filter is better or worse than the Honeywell one. Buyer Beware!",__label__1 
296826, Much more then a how to book!: This book is a must for anyone interested in handling show dogs or anyone who has been showing dogs for years. Adelene Pardo tells you her secrets of how to get a dog to look its best no matter what the problem may be. She also helps in the basic training of your dog.Adelene shares with you some of her experiences in and out of the show ring and entertaining stories that happened while she was on the road showing dogs. If you have ever been involved in showing dogs I'm sure that some of these things have either happened to you or someone you know. Everyone that shows dogs can relate to the stories that Adelene shares with her readers.The book is filled with wonderful pictures of Adelene's wonderful dogs. It is a must for anyone interested in the sport of purebred dogs.,__label__2 
296827," Loose Lead: I really enjoyed reading Loose Lead by Nancy Francis about the lifetime committment of one of the greatest dog trainers, Adelene Pardo. Discipline can be loving as Ms. Pardo with Ms. Francis shows in the book with all the anecdotal experiences. I especially liked the chapter on 'Teaching.' Love, in treating dogs, (and other animals) goes a long way. GREAT READ!!!!!",__label__2 
296828, Not Wha you might think: This is not what I thought i Ordered its not the band Murphy's Law It is just beatles songs i repeat this is not the NYHC Band Murphys Law Ifs That wha you think DO NOT BID,__label__1 
296829, RIP-OFF: THIS BOW SUCKS IT WENT LIKE 10 FEET THE FIRST TIME I SHOT IT I WAS EXPECTING MORE !!!!!!!!!!!,__label__1 
296830," No instruction: I was hopeful for this, like others in the series. Just starts with no instruction and that is not helpful for someone just starting out. perhaps if you are already familiar with modern dances it would be a better fit.",__label__1 
296831," Piece of Junk: We received 2 of these pistols.The first came broken and the second broke within 24 hours.Some might claim you get what you pay for, but I think this is worth less than we paid, please do not waste your money.",__label__1 
