,text,label
233734," Resident Evil: The Umbrella Chronicles: This one is like Resident Evil: The Darkside Chronicles you need to be young to play it and keep up. Not free form like 4 resident evil, which is way, way better",__label__1 
233735," Zombie-killing fun!: This game is really fun! I'm a big fan of the Resident Evil movie series, but this is the first RE game I've purchased. It's a fun on-rails shooter game that is sufficiently challenging without being too frustrating. Plus, it has Jill Valentine, who is just the coolest character ever.",__label__2 
233736," FUN@!: My son really enjoyed this game. Came as described, would buy from this seller again. Thank you!",__label__2 
233737, An interesting experience: A very challenging game wich requires a lot of reflexes and a good aiming arm.,__label__2 
233738," Great story and so different!: I really loved this story as it was so different. It led me to looking for more information about the Knights Templar. Read a Virginia Henley book also ""Desired"" that told more about them. Like others I would love to read a sequel about Kadar and Selene....Please!!",__label__2 
233739," Drab and Boring: This is really one of the worst games yet for the PlayStation 2. There are obnoxious clipping and camera-angle problems which make fighting and exploring a chore, and the graphics are drab and boring - not what one would expect for a PlayStation 2 game. Do yourself a favor and give this one a miss.",__label__1 
233740, Pretentious dreck!: When will composers learn that the string quartet is not an effective medium for heroic themes? These composers have far to go.,__label__1 
233741," Yet another unnecessary sequel: While the story is entertaining and readable, the use of P&P characters is quite unnecessary and somewhat distracting. The development of characters reads more like the inspiration came from the BBC mini series than from the novel. Furthermore, the sound of the dialogue is more often than not strictly modern. Who coiuld ever believe the Darcy's would get caught up in something like this!",__label__1 
233742," Plot was lame. Started OK but no other redeeming features.: As other reviewers describe, the language is not period (or British) and the plot is horrid. Anachronisms all over the place, especially in the newly introduced characters. The American characters and the Black Magic themes do not work at all.I agree with the reviewers who found the beginning of the book mildly intriguing, with a nice relationship between Darcy and Elizabeth. The book goes downhill from the point when the Darcys discover the newly married Caroline (Bingley) walking in the gutter in the middle of the night.The characterizations of the original P&P; characters are good, the settings and wit are mostly acceptable, but none are excellent or inspiring enough to even begin to overcome the plot deficiencies.This one a loser. I edited my review and gave ""Pride and Prescience"" a second star after reading an even worse P&P; sequal, ""Desire and Duty"". At least ""Pride and Prescience"" had a mildly interesting beginning.",__label__1 
233743," Interesting, but full of errors: This is a great book if you want a very brief history of fire engine manufacturers from around the world. However, it is riddled with errors regarding U.S. manufacturers. For instance, it shows a photo of a Mount Horeb, Wisconsin fire truck and claims it's in Canada. The authors do not seem to know that Crown Firecoach went out of business in the '80s and Pirsch did so in the '90s. The coverage of Pierce is pathetically short given its prominence in the U.S. market. If I can find these errors about U.S. companies in just five minutes, one can only wonder how many more there for manufacturers from other countries that I have much less knowledge of. Overall, a disappointing book. Since mine was defective (cut off corner) I will be returning it and will not order a replacement.",__label__1 
233744," Special edition: Special edition has some cool (but useless) things, but the game is the same old stuff you've experienced in its prequels.",__label__2 
233745," Horrible: This game was not only horrible, but it was too easy. I beat the game in less than two hours, and never played it again. I do not intend on buying any other Army Men games anytime soon. It was a complete waste of money, and I hope I can stop you from buying it.",__label__1 
233746, Appealing Second Book: I love Huskey's sense of humor and tragic life like stories. Once I read the first book I couldn't wait to read this one. I love her style of writing.,__label__2 
233747," Good Wetsuit: This wetsuit worked great and was easy to get on our 15 month old but slippery when wet. However it did provide a better grip than without it on. Overall, I would recommend.",__label__2 
233748," Don't buy this book if you bought the first edition: I bought the first edition and was happy. THinking I could update my skill, i bought the second edition but was disappointed because there was virtually nothing new. The second edition has an additional author, but looks like that is the only addition to the second edition.Disappointed",__label__1 
233749," Acoustic Japanese folk: Compilation of traditional folk dance music selections (with vocals) from various parts of Japan. (Some of these tracks are on other CDs in the ""Music of Japanese People"" series.) These are more source type recordings, although not field recordings. But if one wants to get to the roots of the type of music which people like Shoukichi Kina, Nenes, etc. have electrified and modernized, this is good stuff.",__label__2 
233750," Same writer, same voice: I am a long time CCR/Fogerty fan. Have all the CCR studio CDs & numerous Fogerty CDs. This is a good collection of John's CCR & solo works. I can understand the 'LIVE' recordings of Almost Saturday Night & Rockin All Over The World from Premonition, but the other LIVE cuts should have been the studio versions. Also, 2 versions of Fortunate Son is a waste & a few songs missing. I enjoy Change In The Weather from Eye of the Zombie & Walking in a Hurricaine from Blue Moon Swamp. All in all, a good CD.",__label__1 
233751," Go on and cry: Bloodstones from my hometown of Kansas City,Missouri. There the last of the great R&B harmony groups and they are one of the best.We go a long way back is a pure hennesy drinkin,dim lights classic. The true treasure on this cd is the song ""Go on and cry "". Here's a great line from that classic--"" I had to go to the best friend I had-and that was my mother"". A must have cd for the serious R&B group harmony collector of groups from the 70's and 80's.",__label__2 
233752," MURDER SHE WROTE and wrote, and wrote, and wrote ...: Reruns of ""Murder She Wrote"" on cable TV were good for one thing - power naps after work. The episodes put me to sleep every time. I have yet to master the art of falling asleep while reading. The book is dull, routine, and dumb, just like the tv show, but not without that addictive pulp fiction downgraded IQ quality that keeps the pages turning. The resolution is a major let down, like a cold, burnt match concluding the final chapter. When my elderly grandmother died I inherited (took) her boxes of paperback mysteries, which certainly would have been tossed away by less inclined members of my family, mostly classics of the genre and the oddball title like this, based on the popular tv show. Assuming she had read this well-thumbed copy, I'm hoping gramma wasn't bored to, ahem, tears.",__label__1 
233753," Good for Stay- At - Home Phones: Me and my Mp3 player, are everywhere around town. So I am constantly looking for good headphones. I have had 3 pair scince I got the Mp3 player 6 pair combined with the old cd player. When I got these I thought they were awsome at first. True they sound great, true they are comfortable, but they are by now means durable. I droped them once in a bathroom, and the fall to the floor, cracked the inside plastic, facing the ear on the headband. So I took it home fixed it and then they got droped again. The ""C"" claw that pivots the headphone, broke. Each time I tried to fix it it was to no avail. The one other thing I will give to it's credit, it that it does fold up. If you like headphones that you can really shut out the rest of the world with and then when you need to do some talking and put your phones away, these will fold up neatly into a jacket pocket. If you buy them, try not to love them too much, cuz they won't love you back.",__label__2 
233754," This is only the English paperback of Ch. 3: Be wary of this listing! It is NOT the hardcover of the original volume! Instead, it is a paperback (albeit in good condition) of the English translation of Boldt's chapter 3. This should have been a classic of German dressage, but instead is an expensive drop in the bucket. The paperback listing only comes up after you navigate to several layers of this site. BUYERS BEWARE!!!",__label__1 
233755," Dire picture quality!: Even for the die-hard collector of ballet films, Anna Karenina is a dubious investment. As other reviewers have said, the picture quality of this VAI release is terrible - dark, grainy and full of filmic flickers and sparkles. Recommended for fans of Maya Plisetskaya only. For other fans of ballet, save your money on this one.",__label__1 
233756, Study Guide for the Therapeutic Recreation Specialist Examination: This product was very unhelpful because all of the answers were written next to each question. In order to take the practice exams I had to white-out every answer on every page and it was a pain!!!,__label__1 
233757, Excellent reference: This book contains good descriptions and excellent photographs which makes it an outstanding reference for identification.,__label__2 
233758," A Big Slice of Cheese: These speakers are cheesy....I had some other speakers made by the same company and they lasted for about 5 years. Travel can be rough but they hung in there with me. They were great slim had a nice case so I went with the same company...mistake...not as good as my first. If you are just looking for something to sit close they do their job. Keeping in mind these are for travel so expect sound limitation. I got the adapter; unless you want speakers right next to you, not a good option, cord needs to be longer or go blue tooth...hint hint....",__label__1 
233759, Great buy!: Great price for a great product. Arrived in timely fashion and worked exactly as promised. Absolutely no problems.,__label__2 
233760," Worth it: I had the Philips SBC-HP140 for roughly 4 years, great set of phones. I bought the HP170 to replace them at home, and they've been great the past 6 months. I now need 'phones for my lab, and I have no hesitation in plumping for these again - they're a worthy successor to my excellent 140s. Highly recommend. I'd give 'em 4.5 stars.",__label__2 
233761, Terrible: I bought these headphones because i was impressed with the specs for the cheap price. I later realized that these headphones have a cheap price for a reason. They are not durable. They do not cancel any sound. and they just all around suck. Dont not buy these headphones for any reason whatsoever. I recommend the Senneheiser 212 Pro model headphones for a much better quality and sound.,__label__1 
233762," Sonic Impact: The product was faulty. One of the springs in the battery compartment was broken off, so it will not hold the batteries properly.",__label__1 
233763," Waste Of time: I bought this mini amp to power my 2 20 watts speakers and it never worked, don't waste your monies as its nothing more then a toy.",__label__1 
233764," A Sociological Masterpiece-or a Disaster: I ran into this book in 1982, when I transferred from a small college to a major university-not because I wanted to be Preppy, but because how it had absolutely consumed the majority of the student body to BE as Prep as possible-and it couldn't be avoided, no matter how hard one tried to ignore it. While the book was meant to be somewhat satirical, the impact it had was huge at that time, increasing and encouraging an already present 'us VS them' mindset that I think persists to this day. It's a good book nonetheless, and I'm surprised that a updated/revised version hasn't come out by now. But I shudder at the possible impact that would have.",__label__2 
233765," Where is the market maker?: Seeing the book title, I had hoped to read about trading from the view of a market maker. To my disappointment, this book could have been written by anyone: it's just like many other books on trading. Nothing in the book is a special contribution from a market maker. This is, of course, understandable: why would a market maker reveal his secret of how to make money and beat the traders and the public with his profession? But then, don't make a misleading title, since you are writing the book just as any other author on trading.",__label__1 
233766," It wasn't about the Alamo....: Very disappointing. We bought this video for my son prior to making a trip to the Alamo. After previewing it, we didn't even bother to show it to him. That said, if you want to learn about the native Tejanos or Mexicans that lived in Texas than this might be what you are looking for, but otherwise the movie really didn't talk about the history of the Alamo. If you want to learn about the Alamo look elsewhere.... We were very disappointed with this DVD.",__label__1 
233767, Bad customer service: I ordered this book and realized the day after I placed the order that my boyfriend had bought it for himself. When I emailed the seller to see if it was too late to cancel my order and the reason I got no response. I sent another email 2 days later and I still never received a response. I then got the book (which I'm stuck with) and not even in good condition! BAD EXPERIENCE.,__label__1 
233768," it's a downgrade: vista is a great example of bloatware, my laptop came with vista and it was really slow for a 2Ghz cpu with 2GB of ram.The interface reduced my productivity.I got really annoyed when it kept asking me to enter the admin password for anything i wanted to do.The battery was supposed to last 1 hour but lasted less than that.I tried making a copy of a dvd and it wouldnt let me.Some software of the software i use was not compatible with it.It totaly sucks. I had to upgrade back to windows xp with a dual boot to ubuntu which has nicer desktop graphics than vista.",__label__1 
233769," too many drivers missing: I like Microsoft, but Vista makes the use of my computer so limited. I use 2 computers one with XP and one with Vista. I try to put everything on the Vista computer, but now have 4 programs that won't work on Vista and therefore I need 2 computers on my desk. I would immediately go back to XP on this computer, but right now I don't have the time. Until drivers are updated on more programs I recommend using XP",__label__1 
233770," The worst I have ever seen!: Seriously, Microsoft should be ashamed. If any other company had produced something like Vista, they would now be bankrupt. Purchased a laptop that had Vista installed on it. Had troubles from day one. Absolutely could not set up my network. I previously had two computers that ran on XP. They were doing fine on the network. No peripherals work. For the average user, the problems greatly outweigh any benefits Vista has over XP.",__label__1 
233771," Vista an XP Pro Service pack.: As far as I'm concerned Microsoft could have made a service pack 3 or 4 for windows XP Pro. Then you could apply the patches needed to run the upgrade. As far as I'm concerned Microsoft is out just to make money. Thats all they care about. Windows XP Pro will be my last windows os, I myself will be changing over to Lenix OS. I can't belive that Microsoft went to all this trouble to make Vista. With all the different versions to boot. People if you want to upgrade to Vista be my guest. Microsoft can have and keep their Vista OS. I am removing mine and reinstalling XP Pro until I do my change over to Lenix OS. I will never purchase a new computer with Vista on it.",__label__1 
233772," HORRIBLE DO NOT GET VISTA!!!: ABSOLUTELY THE WORST OPERATING SYSTEM EVER CREATED!!! DO NOT GET VISTA FOR ANYTHING!! IT IS FULL OF GLITCHES. DO NOT LISTEN TO THE MICROSOFT ADS!! Your computer WILL freeze, it WILL crash, and be 10 times slower! Vista also leaves your computer completely open to viruses and spyware.The windows 95 was a better operating system. VISTA CONVINCED ME TO FINALLY GET A MAC, WHICH WAS BY FAR THE BEST COMPUTER BUYING DECISION I HAVE EVER MADE! The mac operating system is completely user friendly, fast, no crashes, and NO VIRUSES!!! It's just so better organized... and with no glitches to report yet. PLUS, IT'S READY TO USE RIGHT OUT OF THE BOX!!!DO NOT GET VISTA, GET A MAC!!!",__label__1 
233773," Nothing but problems: Purchased this up-grade and had so many problems I have removed it from my computer. Caused problems with my HP scanner/printer, with I-Tunes and my I-pod to name a some of the trouble. Don't buy unless u have many hours to waste on attempted fixes and back door action to do any work",__label__1 
233774, Wait if you can: If you will be purchasing a computer in the next year I would recommend that you wait to buy Vista. Purchase your next pc with it installed and you may save yourself a lot of aggrevation and head aches. My installation was horrific and made my other PC unusable for many hours and many hours of my time to get working.,__label__1 
233775," Let off some steam Bennett!: Working at a bookstore, one gets to see all the really nifty right-wing books that come in, books from the insatiable Ann Coulter to the rotund William Bennett. Of course, these books are prominently displayed, as the right-wing will go into hysterics if they were not and cry ""LIBERAL CABAL!!!""The Gambler Bennett, well, he's broke even with his new manual on how to convince the world on the need to end moral decline once and for all in the United States, especially after the wretched events of 9/11. And of course, The Gambler has all the answers to our problems. But, as Spencer Tracy says to Fredric March in the classic 1960 film ""Inherit The Wind"", ""It's a shame we don't all possess your positive knowledge of what is right and what is wrong, Mr. Brady.""",__label__1 
233776," Elites never sacrifice.: In this book Mr. Bennett says ""Many of us have forgotten what we once knew about our freedoms and our decencies, and we have forgotten why, time and time again, we have had to rally ourselves to the point of ultimate sacrifice to defend them,""Mr. Bennett never describes what these decencies are. For example, gambling is legal but many find this distasteful so is gambling not a decent thing to do? T But the big fault I have with this book is that Mr. Bennett tells us that we must sacrifice but Mr. Bennett has not sacrificed by serving in the military which for me makes him appear to be an elitist.",__label__1 
233777," Very Safe: I have put fuel into these cans and cannot return them; so am stuck with them. I purchased several metal fuel cans in assorted sizes for both gas and diesel. What these pictures do not show is it is virtually impossible to put your chosen fuel into these cans. You need at least four hands and maybe more for the larger size cans. After my first time of trying to fill my mower from the one gallon can I realized the assorted safety virtues are there for those people who have no clue. Kind of like the ones who designed the can I suppose, unless the whole idea is if you can't get fuel into the can, you are safe. People whose hands are small have a hard time with these cans, people with large hands may have it easier. I spilled nearly the entire gallon when filling my mower, back to plastic I think. If I ever find an older metal can at a yard sale I will be much happier.",__label__1 
233778, Performance Now 4.0: I was not happy with this software because I couldn't even load it. I got an error everytime I loaded it and I had tried to load on another computer as well and got the same result. I had to return the product for a return. I was not satisfified with my purchase at all.,__label__1 
233779," Does not work with NB-2LH Canon Rebel XT battery: I'm not sure if I'm a special case or not, but my battery fits into the charger, and it plugs in and the lights flash and everything, however when I pop the battery back into the camera after a long charge, nothing.To make sure that the problem was the charger not the battery, I tried charging the battery with a friends charger who has the same camera. Voila, no problem.Again, I'm not sure if I have a defective model, and I appreciate the company offering an affordable model, however this turned out not to be a viable option for me.",__label__1 
233780," less than thrilled: My product got lost in the mail, which come to find out is not that uncommon with Eastbay. When I called to report what had happened, I found out that they were out of my husband's size. Needless to say, I had to get him the next size up and it was way too big. In their defense, they did mail me the replacement free of charge through rush shipping.",__label__1 
233781," Good Intense Yoga workout: I have a number of yoga videos, but this is the one I use to work out. Mark has a wonderful intensity and enthusiasm, and the workout is at a high level. Not really for beginners, but very good for anyone who wants to extend their yoga experience. Very nice!",__label__2 
233782," Tuna Flavored Laxatone Remedy for Hairballs: I know a lot of people use petrolatum for hairballs, but my cat prefers the tuna flavored laxatone. She is, of course, a cat and a very finicky one at that. The tuna flavor makes it more a 'treat' for her, which makes it easy for me to administer it.",__label__2 
233783," Wonderful book: I love all of the Cape Light Books. I hope there will be more than 8. They are so relaxing to read, and they make you feel like you really know all the people. They bring in the Christian parts of the book and make you feel so much closer to God. I love the books so much.",__label__2 
233784," too much repetition: Seems like the 3 authors wrote this book without communication amongst each other. There is a lot of repetition, this book is over 600 pages and could be summarized in 100pages. In each chapter you re-read over and over again the stuff you've just read.It is also quite elementary...the quizz at the end of each chapter are really basic and nothing like the MCQ you get in a college class...The good point is that there are a lot of examples.",__label__1 
233785," AAA++++ Seller: Superfast Delivery. Product was in condition as promised, covers and pagers were completely in tact and undamaged. This particular book had an excessive amount of distracting highlighting marks in it, but I'm sure this was a rare exception. I would definitely do business with this seller again.",__label__2 
233786, MRS. PARKS DOES IT AGAIN: ELECTA ROME PARKS DELIVERS ANOTHER PAGE TURNER IN ALMOST DOESN'T COUNT. THIS BOOK IS A GREAT READ WITH UNEXPEXTED PLOT TWISTS THAT YOU WON'T BELIEVE.,__label__2 
233787," Caution! Sinnerman runs 10+ mins! (""POWER....""etc): Liked the movie so I wanted to get the soundtrack, BUT it doesn't play well for me as a regular listenable CD: relatively short (38min CD) and Sinnerman is the WHOLE song (you'll hear ""POWER"" more than you wish for! I dare you to count! The snippets in the movie are easier to take). Conti's instrumentals are lumped at the end and run short and repetitive. Can't say I listen to this much, but have been thinking of just taping the parts I like. :(",__label__1 
233788," Ticked about the lack of stuff here: The whole problem with the Soundtrack is that the ""nice"" stuff, the stuff that made the movie feel ""ritzy"" and glamourous, the jazz and the piano, the Sting soundtrack and the rest of the stuff is here. But the music that rounded out the whole movie itself, such as the song from the lovemaking scene between Russo and Brosnson, is NOT here. The music from the original heist is not here. Hell, half the music from the whole thing isn't here. Which makes this, while a nice CD to listen to, NOT what I'd even want to buy. I listened to it, I returned it to the rack, and I walked out. I wouldn't buy it, and MGM better start figuring out the amount of space that a CD actually has, and what is DECENT music to listen to, and what is not.Welcome to the digital world, RIAA.",__label__1 
233789," Thomas Crown Affair Soundtract: The CD was brand new, and I love the songs, it came in the mail extremley fast, even though it was a week before Christmas.",__label__2 
233790," Worked great...for a while: I have had mine for a few years and it worked great. Now the female end is leaking like crazy and of course, there is no way to repair this.I contacted Melnor, their name was on this and they gave me a ""bum rush"" regarding this and disavowed any responsibility...sort of odd, since their BRAND name is on it. So, I guess this goes to the dump.Don't waste your money if you are expecting this to work long term.",__label__1 
233791," The best book in it's field.: This is a book that all students of Intrnational Politics and International Relations should have on their shelves.Professors Smith and Baylis have managed to create the finest textbook ever written on the subject, it is put together in such a way that it is both easy to use and full of relavant in-depth information. Very highly recommended.",__label__2 
233792," DOES NOT WORK: I bought one and it never worked right. Bought it at Office Depot, they would not replce after 30 days, so I shipped to Brother and they sent me another- it didn't work right either. My guess is the networking setup just doesn't work. Can't scan, or print labels or envelopes.Called Brother back and they wouldn't do anything more, so I just had to replace at my own cost",__label__1 
233793," Ink consumption is the only drawback here.......: The people who rave on this item do so because they have not replaced ink yet or got it for around $100.00. I paid a little more than a $100.00 and let me tell you that I am disappointed in the fact that I had to buy a complete ink set about six months ago and have had maybe 10 black and white faxes faxed to me. I was expecting an important fax today and suprise! I cant recieve it because cyan is out! These cartridges cost an arm and a leg too, almost sixty bucks (full set). I am going to break my own creed and now go to cartridge world. If I refill with brother ink one more time (full set), it will be more than I paid for the machine.The machine is sturdy and works great........just a money pit when it comes to ink. Damn glad I don't have to use color.",__label__1 
233794," waste of money: I started reading this book a few days ago because I wanted to learn more about the life of Mata Hari, but the author talks about other topics instead of the main subject.I don't really recommend this book unless you wanna know more about other topics that are NOT related to Mata Hari.",__label__1 
233795," Absolutely useless!: This atlas was absolutely useless during our trip to Ireland. It did NOT provide detailed maps of the cities, and the layout and organization was horrible! The free map we got from the Rental Car Agency was of more use than this atlas. Do NOT buy this product!",__label__1 
233796, great music comp: I followed the story on tv and wanted to buy the music ever since. Glad I found it. I would recommend it to anyone.,__label__2 
233797," It was butchered!!! Cliff is turning over in his grave.: I liked ""Mash-up"", but I love Metallica. The first 10 seconds I thought I was going to sick. SICK! I hated it. You can't mess with perfection, period! I wouldn't even give this album a single star, all the songs were butchered. Man, Cliff must be turning over in his grave.",__label__1 
233798, gardener tool: not powerful enough for most shrubs or bushes in my garden. charge doesnot last long either,__label__1 
233799, american gardener: this is the second shear i have purchased. the old one was good except the battery didnt hold a good charge after about 2 years. hope this ones better!!,__label__2 
233800, Disappointing: There is nothing new in this book. Its like a collection of bits from all the other books I've read. It seems to tread carefully around the important issues in adoption.I am very disappointed with it.,__label__1 
233801," Do not waste your time: I have read many of Amis's books and have enjoyed most of them immensely. This is one that up until now I have missed and I wish I had kept it that way. A feeble attempt at an American style mystery novel with a weak plot line, no beleivable character development and a ending which is effectively non existent. This is a book that is Amis going through the motions to pick up his pay check - do not buy this even if you are a fan of his work.",__label__1 
233802," Moves along well. . .but to where?: Nicely written mystery (police procedural variety but without any real knowledge of police work). Unfortunately (for me), when I finished it (I read the last chapter twice) I couldn't figure out the answer. If anyone can help, please let me know--did she or didn't she and, if she didn't, who did?",__label__1 
233803," not the greatest thing: Well when i got this book i thought that there was going to be more action in it. But it is just a story about a girl who did suicide (i am not done with it yet). This book also has to many swears in it, no one talks like that, only teens do (that are immature). I can't wait to be done with this book.",__label__1 
233804," English Rose was a compelling follow up (in North America) to their excellent debut: English Rose finds Fleetwood Mac adding Danny Kirwan, a third guitarist, to the line-up. Horns also appear for the first time. Other than that this LP is a natural follow up to the band's excellent Chicago blues debut. Standouts are Kirwan's Something Inside of Me and Without You and, of course, the three Peter Green classics, Love That Burns, Albatross and Black Magic Woman. As one listens to Green wail on Magic it becomes crystal clear why both BB and Eric consider him to be one of the great guitarists.Had Fleetwood Mac not morphed into a mega pop band in 1976 they would still have occupied a significant position in the history of English blues. This version of the band was a supremely talented and confident gathering of musicians and as much as I enjoyed Fleetwood Mac when it became the biggest band in the world I have more affection for the various 1968-1973 versions.",__label__2 
233805," Top 5 Westerns Ever Written: I have read this book 10 times for the last 30 years. Each time is fresh and new. Historically accurate and a darn good yarn. Deserves to be kept on the shelf with ""The Daybreakers"" by Louis L'mour and ""The Bubbling Spring"" by Ross Santee.",__label__2 
233806," Jesus was born at the end of the year 2 BC.: All old Church fathers except one report that Jesus was born at the end of the year 2 B.C. And the Catholic Council of Vatican I in 1870 said, when there is a problem in the church, on which the church never gave a decision, then you have to look what the old church fathers say to it. That opinion or the majority of it has to be accepted as the proper answer. Second there is the problem with the wrongly dated death of Herod - he died in 1 BC and not in 4 BC. Furthermore there is the Quirinius-Problem. As Jack Finegan in his Handbook of Biblical Chronology (Princeton 1964) wrote, Sulpicius Quirinius was ruling in 3 and 2 BC. This would fit with the church fathers. The astronomical question: Much closer conjunctions we had in August 12, 3 BC, in June 17, 2 BC and in August 27, 2 BC. And on December 25, 2 BC Jupiter stood without a move in the middle of virgin. Therefore this book missed to give a true answer on the problem.",__label__1 
233807, Promises a lot and delivers very little: This book has been hyped up as being the definitive text for Microsoft CRM. In reality it delivers very little. While offering more than the dummies guide to CRM any user can gain more insight into the application using the docs supplied with CRM such as the implementation guide and also just by using the applicationStill waiting for an intermediate to advanced text on Microsoft CRM,__label__1 
233808," This book's sell-by date has long since passed: I don't think anybody is still using Microsoft CRM version 1.0, so be sure the title you choose covers the version of CRM you need, which is probably version 3 or 4 at this date.",__label__1 
233809," Tomás Cruz a Cuban Legend: Vol. 1 starts assuming that you have never played the congas or have had any previous knowledge of how to play. I found this book and DVD very helpful even though much of it is basic, I discovered that I had learned certain movements incorrectly and was able to correct myself by viewing the DVD. You will also learn Basic exercises and rudiments that are very helpful in improving your speed. however remember that this is a 3 volume series and book number 2 and 3 are crucial to further your learning process.It is my opinion that If you want to learn to play a Cuban instrument you should learn from a Cuban not a person who just studied in Cuba a few times. Tomas is educated and born in Havana. I highly recommend this book you can not imagine how much I have learned from it, as I play people can tell how much better I sound after using this method.",__label__2 
233810," Beautiful: Hirts Garden must have packed little elves along with my lava plant to protect it. I thought I made a mistake and ordered a fake plant! That's how wonderful it is. I have my eye on more from Hirts Garden, thank you.",__label__2 
233811," words words words...: This book isn't about one man's love of the open road, it's a paean to his love for his own voice as we are interminably subjected to his rambling, circular, paisley stylings. Somewhere near the beginning of the book, he mentioned that we, unlike his family, had the advantage of being able to put the book aside as a break, which not only made me put the book down many, many times but made me want to stage an intervention for his obviously long-suffering family.",__label__1 
233812," Ugh.: This book was painful to finish. I kept hoping that it would get better (it didn't). As others have mentioned, there were too many storylines that were completely undeveloped, apparently in a deliberate attempt to get you to read prequels and sequels.However, the worst part of the book for me was the ""character"" of Bayleigh Stewart, a/k/a ""Shadow."" Her character was completely annoying, as she seemed to behave completely inconsistently and irrationally. For example, when a misunderstanding arises between Bayleigh and the hero, Long Quiet, rather than explain her situation and clear up all the problems, Bayleigh keeps ""forgetting"" to talk to him, or missing her opportunity. Very clumsily handled overall; none of the characters are believable in their motivations or behaviors.Also, no author should use the word ""manroot"" in what is intended to be a serious love scene. I actually laughed out loud.",__label__1 
233813," Nothing Outstanding: Frankly, for a book on how to buy RV's, I was disappointed. In one of his chapters on what to advoid, Don launches into a multipaged bashing of two ethnic clans that hustle unsuspecting people with sales of poorly constructed RV that are made in IN. This was not advice, it was pure racism.",__label__1 
233814, Not as advertised: This is advertised as Linda Eder and Barbara Streisand's CD. It is only the music and not these two wonderful artists singing.,__label__1 
233815, impulse buy: I quickly ordered 3 of these as gifts without realizing that they were only instrumental karaoke type CDs. Thank goodness that I was able to retrieve 2 out of the 3 before they were opened. I had to return them but did keep one that was opened. Disappointment!,__label__1 
233816," Is this serious?: I will be the first to say that Girl Talk's ""Night Ripper"" is simply incredible, and it never seizes to amaze me everytime I listen to it, which is approaching the thousands.This obsession led to a understandable Girl Talk high, prompting me to order this album.To be honest, I spent the first hour of owning it testing the CD in every disc playing device I owned, making sure that my ears weren't deceiving me. I was convinced the disc was severely scratched or damaged. However, I was completely wrong. The tracks are supposed to be like that.One of the most annoying things I can think of is a cd skipping, killing a mood. This entire album is intentionally like that, and it's repulsing.Purchase Night Ripper, which is nearly perfect, but under no circumstances purchase this album.",__label__1 
233817," Girl Talk - Secret Diary: SECRET DIARY is Girl Talk in embryonic form -- the mash-ups here are more akin to Kid606 than the smooth segues that Girl Talk would be known for, so things sound a little rough. 2 Unlimited's ""Get Ready for This"" crashes into on ""Let's Start This Party Right,"" while ""I Want You Back"" seems to be a grab bag of chopped vocals without much direction... at least until the MJ appears. The album is unabashedly glitchy and washes out some samples in layers of noise, such that there's barely anything recognizable on ""Ffun Have To"" or ""Time to Get Glamourous."" He does show his sense of humor in juxtaposition on ""What If..."", however, smooshing Joan Osborne with some ghetto rap. It's 50% more sacrilegious! The New Kids on the Block get similar treatment on ""The Right Stuff."" Elsewhere, the Price is Right theme gets mangled on ""Unicorn vs. Gravity"" and Destiny's Child is whupped on ""Jumpin(g)."" You can see the seeds here, but they've not yet sprouted.",__label__1 
233818," NOT the Girl Talk you're used to: In fact this is pretty much like others have said. Unlistenable - a bunch of almost random noises and samples pasted together in mish-mash fasion with little thought. I could author a better album by taking digital video of my cat using the litter box and converting the video signals to digital sound samples. In fact, I may just go do that right now, it would be a better use of my time than listening to this cat crap.",__label__1 
233819, Think twice: First price was steep for one piece. Second... A lil false advertising. They show you a multi-piece set and only ship you one. So please think first before you buy!,__label__1 
233820," Great, basic GPS...: If you want a GPS that will tell you where to turn left to get on the Turnpike, this isn't it. But if you want to know exactly where you are on the planet, the Magellan 310 and 315 do an excellent job of it, with full 12-channel satellite tracking, the highest available. The nobs are complicated at first, but most guys like learning that sort of thing. This is basically the perfect gift for geeky dads or hikers.BTW, the screen on the 310 and 315 as well as the features are superior to the eTrex basic model, although that model is far more ergonomic.",__label__2 
233821," Not Getting Lost In My Backyard! Or on the Back Roads.: Just using the electronic moving compass feature helped plot out the boundaries of my lot of land. When I found all the corners, the Lat&Long; feature let me place marker post for a fence. It would be good/better if the altitude feature was more accurate, I could use it to make a topographical map of my land too. The reading I do get are just estimates (+/-40 ft).While on trips out of town, or out of state, having been to my destination at least once in the past w/ my 310, I can use the ETA feature(Estimate Time of Arrival) for getting there or coming back home.The 100 landmarks storage memory is well enough for my use. I have added several burger and pizza places to the list for fun.",__label__2 
233822," A very good watch: I had this watch for 3 years, until the strap broke, so I bought it again. It has three alarms, which is very useful if you have multiple engagements in a day that you don't want to miss. The timer and the stopwatch are also really useful.",__label__2 
233823," exciting plot with unexpected twists: As a mother of 4 boys, I am always looking for books to engage them. The Wreckers takes an exciting topic and adds unexpected twists to the storyline, creating a good deal of reader curiosity. I found it difficult to resist reading ""just one more chapter"". The adventures that entertwine the two main characters make for a very enjoyable read. As for the unfamiliar shipping terminology the 5th grade teacher reviewer found cumbersome, I thought it added authenticity to the story. This book can be a fairly quick read, and has all the elements of a suspenseful ""read-aloud"". I have purchased a copy for my 6th grader's teacher, and have recommended it to several others. I am looking forward to the sequel.",__label__2 
